period,impact,duration,depth,ror,srho,prad,incl,teq,dor,steff,slogg,smet,srad,smass,label
0.341842017,0.957,1.1554,285.6,0.021058,0.3297,1.72,40.98,2023,1.268,5016,4.601,0.02,0.747,0.817,CONFIRMED
0.570953851,0.059,0.998,76.1,0.008053,5.06571,1.01,89.24,2464,4.44,6238,4.396,0.12,1.145,1.193,FALSE POSITIVE
4.29258258,0.339,3.069,369.6,0.017821,1.11422,1.87,88.11,1161,10.28,6137,4.487,-0.2,0.963,1.038,FALSE POSITIVE
0.960842633,1.341,2.6441,2022.9,0.387208,0.09634,67.53,36.81,2808,1.675,7381,4.186,-0.24,1.597,1.429,FALSE POSITIVE
5.49548533,0.202,2.461,85.8,0.008542,3.00666,1.3,89.31,1293,16.87,6157,4.159,-0.26,1.392,1.02,CONFIRMED
0.980505042,1.206,1.4068,426.6,0.227897,0.10181,26.35,45.8,1904,1.73,5794,4.372,-0.02,1.059,0.963,FALSE POSITIVE
20.4853893,0.834,10.229,89.5,0.009922,0.03028,3.6,84.53,1015,8.76,4938,3.45,0,3.324,1.136,CONFIRMED
3.58273837,0.143,1.523,360.5,0.017176,8.75587,1.64,89.55,1064,18.11,5448,4.517,0.07,0.872,0.912,CONFIRMED
15.604841,0.715,4.543,73.4,0.008408,0.50689,1.57,87.81,1013,18.69,6254,4.019,-0.26,1.706,1.11,CONFIRMED
75.681309,0.6194,11.62,107.7,0.009952,0.20652,1.64,89.38,560,39.7,6297,4.155,-0.06,1.506,1.18,FALSE POSITIVE
62.060783,0.928,28.203,472.9,0.024658,0.00197,2.11,82.77,400,7.37,5526,4.578,-0.26,0.784,0.85,FALSE POSITIVE
12.4252735,0.171,20.756,84.7,0.008491,0.01181,2.37,87.86,1299,4.585,6156,3.703,-0.58,2.557,1.202,FALSE POSITIVE
39.2820405,1.241,3.344,157.5,0.251528,0.03806,58.67,85.37,823,14.59,6143,3.81,-0.6,2.136,1.074,FALSE POSITIVE
355.79978,0.4433,5.972,172.3,0.012292,10.61952,1.87,89.95,324,414,6350,4.225,-0.06,1.394,1.188,FALSE POSITIVE
410.99389,0.3421,12.01,550,0.021318,1.78335,2.09,89.95,220,252,5471,4.533,0.3,0.898,1.002,FALSE POSITIVE
2.17823752,0.037,2.259,44,0.006094,1.6355,0.64,89.71,1473,7.43,6052,4.422,-0.44,0.969,0.905,FALSE POSITIVE
1.404674486,0.8171,5.056,155.5,0.01288,0.03579,0.86,58.44,1126,1.551,4716,4.65,-0.64,0.609,0.603,FALSE POSITIVE
24.9097436,0.5729,3.856,150.2,0.011694,2.12662,2.24,89.38,912,41.2,6596,4.037,-0.22,1.757,1.227,FALSE POSITIVE
12.3101351,0.783,3.797,263.7,0.016487,0.51981,1.51,87.21,651,16.09,5009,4.491,0.16,0.84,0.797,CONFIRMED
2.61576515,0.25,2.777,120.4,0.010133,0.97758,1.06,87.98,1379,7.07,6088,4.446,-0.4,0.958,0.934,CONFIRMED
409.2452,0.0176,13.06,531.2,0.021076,1.64666,2.1,89.95,244,244.3,5910,4.466,-0.38,0.911,0.886,FALSE POSITIVE
6.94245216,0.485,3.491,160.8,0.011886,0.96902,1.34,87.95,1003,13.52,6108,4.466,0.07,1.03,1.132,CONFIRMED
9.4061364,0.397,4.882,79.5,0.008249,0.54468,1.14,88.33,981,13.66,5855,4.24,0.04,1.268,1.02,CONFIRMED
0.935086665,0.4742,1.12,71.2,0.008,4.03742,1.18,85.37,2431,5.71,6762,4.282,-0.16,1.348,1.276,FALSE POSITIVE
1.489457454,0.171,3.028,56.3,0.006921,0.45944,1.58,87.41,2415,3.78,6316,3.908,-0.1,2.087,1.285,FALSE POSITIVE
1.181165291,0.632,1.013,370.4,0.018593,4.97393,1.52,84.94,1398,7.16,5203,4.582,-0.22,0.747,0.779,FALSE POSITIVE
66.373298,0.021,8.559,415,0.018689,0.94331,1.99,89.98,471,60.3,6143,4.47,-0.22,0.976,1.027,CONFIRMED
13.61165024,0.112,7.617,95.5,0.008943,0.2626,1.46,89.53,958,13.701,6170,4.192,0.24,1.499,1.282,CONFIRMED
0.945829261,0.326,1.715,98.2,0.009199,1.43074,0.86,85.41,1790,4.075,5959,4.546,-0.32,0.859,0.948,FALSE POSITIVE
0.973160836,0.034,0.864,138.3,0.01087,13.20557,1.22,89.78,1932,8.71,6108,4.466,0.07,1.03,1.132,FALSE POSITIVE
4.05943749,0.914,3.245,105.4,0.011692,0.08853,2.11,77.6,1295,4.26,5051,3.978,0.26,1.655,0.949,FALSE POSITIVE
6.39903778,0.241,3.15,186.6,0.012334,1.64643,6.54,89.1,1780,15.27,5178,3.286,-0.22,4.856,1.66,FALSE POSITIVE
0.739761008,1.2359,7.589,292.1,0.253101,0.06817,9.67,9.74,839,1.254,3417,4.9,0,0.35,0.354,FALSE POSITIVE
0.950735805,0.57,1.1434,175.1,0.01263,3.23721,1.39,83.9,1908,5.37,6039,4.478,0.07,1.005,1.108,FALSE POSITIVE
369.819993,0.9179,20.232,1599,0.046393,0.04777,4.25,89.38,201,70.2,4806,4.495,0.48,0.839,0.801,FALSE POSITIVE
2.17815935,0.503,1.839,116.3,0.010175,2.01091,1.22,86.38,1561,7.96,6258,4.413,-0.02,1.098,1.139,FALSE POSITIVE
0.720460644,1.272,1.7846,2111.5,0.323073,0.18326,37.33,42.08,2240,1.713,6304,4.435,-0.14,1.058,1.11,FALSE POSITIVE
3.7948721,1.168,1.713,305.1,0.185948,0.06573,16.1,71.52,1083,3.68,5883,4.58,-0.5,0.793,0.881,FALSE POSITIVE
0.638437699,0.904,0.3028,286.8,0.027548,22.97233,2.48,83.43,1709,7.91,5073,4.571,0.48,0.824,0.922,FALSE POSITIVE
1.8912851,1.216,6.182,1223.4,0.258518,0.01599,19.96,32.77,1061,1.446,4700,4.605,0,0.707,0.734,FALSE POSITIVE
343.42046,0.3519,11.11,482.7,0.020371,1.85495,2.15,89.95,270,226.1,6115,4.469,-0.22,0.967,0.999,FALSE POSITIVE
3.47148164,0.719,4.679,122.7,0.010883,0.10894,0.85,79.92,970,4.11,5297,4.626,-0.34,0.716,0.8,FALSE POSITIVE
244.60373,0.2652,10.87,769.8,0.024937,1.55718,2.1,89.95,235,170.1,5166,4.593,0,0.771,0.853,FALSE POSITIVE
85.7567919,0.713,5.695,159.1,0.012371,1.45222,2.99,89.51,528,82.6,5037,3.783,0.08,2.213,1.083,CONFIRMED
3.1339356,0.768,4.477,203.7,0.014258,0.09349,1.58,77.85,1315,3.65,6137,4.46,-0.06,1.018,1.086,FALSE POSITIVE
2.55315031,0.32,1.849,185.3,0.012589,3.03742,1.25,88.19,1312,10.15,5970,4.521,-0.18,0.908,0.996,CONFIRMED
2.936587946,0.863,1.8952,279.6,0.017796,0.59013,1.77,82.32,1190,6.46,5455,4.421,-0.2,0.909,0.795,CONFIRMED
1.33254212,0.662,3.848,37.4,0.005929,0.10678,1.45,72.12,2694,2.156,6613,3.87,-0.24,2.237,1.355,FALSE POSITIVE
0.918921494,0.011,0.9425,321,0.016414,9.80741,1.49,89.92,1697,7.59,5655,4.561,-0.14,0.833,0.926,FALSE POSITIVE
7.84931877,0.107,3.747,68.2,0.007513,1.26826,0.81,89.62,925,16.04,5678,4.365,-0.28,0.99,0.828,CONFIRMED
67.7125988,1.8756,1.538,542.4,0.893389,2.71639,82.63,88.81,460,87,6309,4.517,-0.94,0.847,0.86,FALSE POSITIVE
12.4285576,0.892,13.98,620.1,0.026996,0.00565,2.22,75.61,669,3.59,5492,4.604,-0.34,0.752,0.841,FALSE POSITIVE
1.275511306,0.011,1.889,69.3,0.007605,1.6633,0.84,89.88,1739,5.23,5921,4.418,-0.1,1.015,0.984,FALSE POSITIVE
8.4805019,0.972,8.345,164.9,0.015658,0.00407,1.26,67.04,781,2.49,5555,4.554,-0.74,0.737,0.709,FALSE POSITIVE
2.94648935,0.01,3.155,57,0.006963,0.816,0.89,89.92,1497,7.208,6481,4.378,-0.08,1.171,1.194,CONFIRMED
1.227986164,0.477,1.551,150.5,0.011491,2.01974,1.17,84.97,1673,5.44,5746,4.435,-0.28,0.931,0.861,FALSE POSITIVE
2.11548883,0.505,4.008,169.5,0.012211,0.19883,1.29,81.96,1426,3.61,5952,4.489,0.02,0.971,1.057,FALSE POSITIVE
2.17815196,0.32,2.445,245,0.014314,1.13766,1.09,87.22,1139,6.58,5357,4.634,-0.46,0.7,0.775,FALSE POSITIVE
342.315407,0.1974,12.476,719.7,0.024761,1.51179,3.15,89.95,304,210.8,6425,4.373,-0.08,1.164,1.168,FALSE POSITIVE
1.089077224,0.206,2.705,152.7,0.011046,0.47772,1,86.2,1458,3.106,5118,4.547,0.26,0.83,0.883,FALSE POSITIVE
1.288066288,1.378,6.4616,10083,0.499342,0.05449,34.84,35.12,1310,1.684,5233,4.625,-0.96,0.639,0.627,FALSE POSITIVE
2.31894284,0.72,5.321,66.5,0.00801,0.05437,0.87,73.2,1375,2.49,5780,4.438,0,1,1,FALSE POSITIVE
6.98472143,0.451,2.724,90.7,0.008855,2.14824,1.19,88.54,1059,17.69,5839,4.279,0.12,1.227,1.044,CONFIRMED
0.562563871,0.36,1.591,34.6,0.005506,1.07372,0.69,82.1,2626,2.619,6577,4.381,-0.26,1.145,1.154,FALSE POSITIVE
0.93373458,0.574,4.364,127.7,0.010647,0.08201,0.93,68.36,1573,1.558,5335,4.577,0.02,0.804,0.891,FALSE POSITIVE
1.33251948,0.402,3.733,233.7,0.01418,0.19325,1.64,81.19,1751,2.63,5926,4.381,-0.1,1.058,0.982,FALSE POSITIVE
168.84663,0.1251,9.75,215.1,0.013345,1.56085,1.45,89.95,329,133,5897,4.489,0.21,0.992,1.106,FALSE POSITIVE
160.4122022,0.903,4.92,2538,0.056029,1.85861,4.45,89.62,270,136.2,5269,4.62,-0.28,0.727,0.812,FALSE POSITIVE
4.34195312,0.118,2.598,73.3,0.007868,2.10125,0.94,89.47,1236,12.79,6164,4.378,-0.12,1.09,1.032,CONFIRMED
122.358116,0.255,10.768,352.8,0.017273,0.78973,2.15,89.83,407,85.5,5998,4.324,-0.12,1.139,0.998,CONFIRMED
0.569961046,0.343,1.446,44.2,0.006148,1.45289,1.04,83.25,2743,2.922,5814,4.066,-0.06,1.549,1.019,FALSE POSITIVE
1.121634781,0.409,1.155,71.5,0.007688,4.87072,0.6,86.59,1225,6.87,4518,4.589,0.22,0.72,0.735,FALSE POSITIVE
1.33256979,0.207,3.293,104.2,0.009388,0.32214,0.97,86.2,1692,3.1155,6089,4.495,-0.18,0.95,1.031,FALSE POSITIVE
0.536650896,1.175,4.702,273.2,0.191796,0.11213,18.45,10.48,2163,1.195,5819,4.494,-0.32,0.881,0.884,FALSE POSITIVE
397.73699,0.883,11.76,1131.5,0.03635,0.32855,3.05,89.64,211,140.1,5313,4.521,-0.44,0.768,0.714,FALSE POSITIVE
3.60082855,0.395,1.938,296.3,0.015617,3.43025,1.36,88.3,927,13.3,4838,4.524,0.18,0.796,0.771,CONFIRMED
0.760941405,0.26,1.773,186.6,0.012468,1.14102,1.18,85.44,1817,3.27,5629,4.553,0.07,0.87,0.987,FALSE POSITIVE
137.665706,0.041,3.732,536.9,0.020465,23.68565,15.41,89.99,720,287.4,4832,2.953,0.04,6.897,1.553,FALSE POSITIVE
370.90237,0.0566,10.558,545.8,0.021312,2.81856,1.97,89.95,238,273.7,5835,4.554,-0.24,0.847,0.935,FALSE POSITIVE
321.55087,0.1608,5.863,397,0.018217,13.67671,1.68,89.95,250,421,5835,4.554,-0.24,0.847,0.935,FALSE POSITIVE
1.54038914,0.043,1.683,71.8,0.007768,2.81301,0.84,89.65,1638,7.07,5974,4.422,-0.26,0.989,0.944,FALSE POSITIVE
71.76236302,0.052,29.435,8591.9,0.083736,0.03015,25.76,89.85,665,20.1716,5529,3.685,-0.04,2.817,1.402,FALSE POSITIVE
110.978266,0.074,11.312,150.2,0.011132,0.66317,1.86,89.94,463,75.6,5883,4.149,0.2,1.529,1.205,CONFIRMED
0.952378454,0.996,3.892,43.8,0.009744,0.02408,1.46,18.39,2528,1.049,6963,4.25,-0.4,1.375,1.233,FALSE POSITIVE
2.21316437,0.672,3.874,116.1,0.010455,0.15033,0.95,78.56,1374,3.39,5921,4.465,-0.96,0.83,0.733,FALSE POSITIVE
0.530967987,0.093,1.812,26.9,0.004833,0.83578,1.08,87.7,4196,2.318,8473,4.123,0.21,2.052,2.036,FALSE POSITIVE
6.30558387,0.601,2.619,193.1,0.013131,1.61163,2.52,87.71,1125,15.02,4934,3.927,0.28,1.756,0.952,CONFIRMED
8.4803326,0.556,5.918,35.6,0.005666,0.20489,1.35,86.53,1390,9.2,6245,3.826,-0.44,2.179,1.16,FALSE POSITIVE
0.750744255,1.154,1.7921,170.6,0.166834,0.07076,17.07,25.83,2074,1.282,6187,4.499,-0.32,0.937,1.011,FALSE POSITIVE
0.991659646,0.765,2.215,77.3,0.008786,0.26834,1.19,71.48,2102,2.407,6117,4.315,0.14,1.244,1.17,CONFIRMED
118.609553,0.993,22.74,380.9,0.033092,0.00203,2.86,85.04,299,11.47,5017,4.531,0.02,0.792,0.776,FALSE POSITIVE
0.616386349,0.226,0.8136,79.4,0.008252,9.31487,2.94,87.73,3552,5.72,5665,3.58,-0.2,3.266,1.478,FALSE POSITIVE
7.07162308,0.331,2.587,123,0.010321,3.00141,1.42,89.05,1162,19.95,6313,4.24,-0.38,1.259,1.005,FALSE POSITIVE
64.2729088,0.908,12.136,1213.9,0.03795,0.03848,5.38,87.44,554,20.33,6341,4.278,-0.04,1.299,1.165,CONFIRMED
3.4327371,0.703,4.001,63.2,0.007773,0.17777,0.75,81.58,1134,4.8,5757,4.536,-0.06,0.881,0.974,CONFIRMED
13.8452726,0.566,2.555,93.2,0.009217,4.08115,2.34,89.06,1276,34.6,6845,3.89,-0.2,2.324,1.529,FALSE POSITIVE
0.566801617,0.565,2.75,24.9,0.004748,0.20292,0.88,68.05,3018,1.51,6287,4.064,0,1.693,1.211,FALSE POSITIVE
371.63327,0.8185,14.92,107,0.010556,0.1965,1.83,89.38,316,112.8,5802,4.073,-0.2,1.59,1.08,FALSE POSITIVE
1.450889836,0.333,1.753,135.7,0.010797,2.0073,1.21,86.85,1700,6.07,6046,4.423,-0.14,1.023,1.011,CONFIRMED
5.72716067,0.447,2.23,310.9,0.016114,3.31866,1.4,88.57,794,17.92,4838,4.524,0.18,0.796,0.771,CONFIRMED
407.59415,0.0274,7.3,462.4,0.019805,9.35067,2.11,89.95,266,434.66,6198,4.402,-0.68,0.974,0.872,FALSE POSITIVE
358.101884,0.5804,6.393,114,0.010135,6.53276,0.95,89.95,242,354,5786,4.526,-0.28,0.856,0.898,FALSE POSITIVE
0.447861451,0.427,0.8541,265.4,0.015358,4.98597,1.42,83.47,2263,3.75,5901,4.553,-0.3,0.848,0.938,FALSE POSITIVE
3.036208739,0.111,0.9324,1820.5,0.039143,34.87047,1.4,89.75,520,25.71,3464,4.923,-0.14,0.328,0.328,CONFIRMED
18.0541469,0.175,4.587,283.1,0.015187,1.57821,1.51,89.67,635,30.07,5505,4.501,0.16,0.909,0.955,CONFIRMED
1.01530474,1.245,8.7622,16445,0.411901,0.05554,64.77,30.61,2324,1.4465,6428,4.226,0.08,1.44,1.273,FALSE POSITIVE
94.180473,0.955,7.345,1104.4,0.038195,0.13495,4.17,88.63,478,39.8,6997,4.475,-0.5,1,1.155,FALSE POSITIVE
1.538185321,0.7,1.683,277.2,0.016308,1.13128,1.29,82.28,1234,5.21,5107,4.615,-0.2,0.723,0.794,CONFIRMED
1.332567643,0.642,4.284,56.7,0.007244,0.08586,0.62,71.31,1482,2.005,5687,4.582,-0.34,0.79,0.882,FALSE POSITIVE
1.089076495,0.597,2.274,43.7,0.006327,0.45747,0.75,78.76,2016,3.06,6444,4.416,-0.26,1.079,1.107,FALSE POSITIVE
1.662710314,0.577,1.83,85.9,0.008824,1.33062,2.16,84.29,2307,5.79,6028,3.842,-0.06,2.244,1.276,FALSE POSITIVE
2.18242002,0.721,4.103,69.7,0.008207,0.10519,0.7,76,1283,2.98,5808,4.583,-0.46,0.786,0.871,FALSE POSITIVE
0.503999678,0.962,0.5421,975.6,0.047859,2.24957,2.97,72.01,1605,3.11,4898,4.686,-1.16,0.568,0.57,FALSE POSITIVE
2.66588544,0.276,5.004,167,0.011586,0.1717,0.98,86.06,1041,4.011,4965,4.536,-0.06,0.771,0.744,FALSE POSITIVE
7.61758198,0.234,3.545,85.4,0.008523,1.36446,1,89.17,1020,16.12,6202,4.401,-0.12,1.072,1.05,CONFIRMED
41.477908,0.5122,10.45,29.9,0.005186,0.19847,1.09,88.81,849,26.2,6935,3.95,-0.62,1.918,1.197,FALSE POSITIVE
2.20923119,0.11,2.392,59.8,0.007076,1.38035,0.84,89.11,1507,7.088,5991,4.375,-0.02,1.092,1.032,CONFIRMED
260.54832,0.378,15.52,161.6,0.011863,0.48651,1.35,89.95,318,120.4,6412,4.44,-0.3,1.04,1.084,FALSE POSITIVE
370.47678,0.5386,15.69,656.2,0.024216,0.53445,2.37,89.95,252,157.1,6050,4.525,-0.3,0.896,0.979,FALSE POSITIVE
0.662457501,1.024,1.527,64.1,0.035206,0.06425,8.3,26.28,3295,1.142,6425,3.862,-0.34,2.16,1.237,FALSE POSITIVE
1.33258458,0.422,3.222,127,0.010548,0.28193,1.25,81.85,1868,2.98,6384,4.419,-0.16,1.086,1.129,FALSE POSITIVE
0.539915033,0.291,1.1466,97,0.008937,2.85988,0.82,85.27,1871,3.532,5102,4.502,0.1,0.837,0.811,CONFIRMED
372.54353,1.7826,21.83,1106,0.812072,0.01042,74.14,87.66,226,42.4,5561,4.557,-0.06,0.836,0.919,FALSE POSITIVE
0.849906734,0.64,1.141,124.3,0.010761,2.42054,0.59,81.86,1139,4.52,4296,4.733,-1,0.505,0.503,CONFIRMED
373.72257,1.5922,14.21,470.9,0.609829,0.01478,67.13,88.24,262,47.8,6004,4.45,-0.02,1.008,1.043,FALSE POSITIVE
8.18504859,0.601,4.673,97.6,0.00943,0.36344,0.93,86.83,892,10.88,5984,4.521,-0.2,0.906,0.993,CONFIRMED
10.78438513,1.18,1.408,233.6,0.195495,0.23723,75.04,84.03,1397,11.34,5575,3.516,-0.38,3.515,1.48,FALSE POSITIVE
10.42317343,0.811,2.341,71.2,0.008625,1.48008,1.07,87.72,901,20.41,5767,4.287,-0.14,1.135,0.91,CONFIRMED
0.566804221,0.536,4.639,166,0.012113,0.08168,0.85,61.27,1737,1.115,5277,4.625,-1,0.64,0.628,FALSE POSITIVE
2.022658,0.419,3.343,135.7,0.010856,0.36898,1.15,84.41,1482,4.31,6091,4.487,-0.14,0.967,1.045,FALSE POSITIVE
316.57747,0.2569,14.64,269.1,0.015014,0.80586,1.47,89.95,255,162.2,5822,4.529,-0.06,0.898,0.994,FALSE POSITIVE
0.519437968,1.172,2.129,226.2,0.186382,0.12956,20.48,17.3,2402,1.227,6181,4.464,-0.14,1.006,1.074,FALSE POSITIVE
1.105095798,0.295,2.624,141.7,0.010809,0.49578,0.89,84.67,1445,3.175,5296,4.604,-0.2,0.752,0.835,FALSE POSITIVE
245.01902,0.3471,8.56,375.9,0.017977,2.89118,1.98,89.95,310,209.3,6167,4.451,-0.14,1.01,1.046,FALSE POSITIVE
10.2239787,0.439,1.814,213.5,0.013298,11.00954,24.43,89.36,2364,39.3,4673,2.412,0.21,16.823,2.666,FALSE POSITIVE
2.18079098,0.74,12.13,83.2,0.009013,0.00813,3.29,54.35,2767,1.269,6911,3.661,-0.12,3.339,1.865,FALSE POSITIVE
20.9254083,0.201,6.783,109,0.00951,0.54814,1.26,89.51,729,23.32,5821,4.283,0.1,1.21,1.025,CONFIRMED
13.0600399,0.495,2.851,106.8,0.009582,3.24406,0.8,89.08,630,30.81,5168,4.566,-0.12,0.769,0.793,CONFIRMED
0.641069613,0.061,1.033,78.6,0.008191,5.11696,0.86,89.27,2196,4.81,6077,4.451,-0.34,0.961,0.953,FALSE POSITIVE
2.2430415,0.147,3.63,101.1,0.009195,0.40304,0.89,88.22,1344,4.75,5897,4.531,-0.16,0.891,0.983,FALSE POSITIVE
1.21475168,0.461,6.93,266.1,0.015361,0.0359,5.5,70.93,3302,1.41,6732,3.632,-0.14,3.276,1.676,FALSE POSITIVE
27.4784659,0.008,7.5,83.2,0.008174,0.56321,1.52,89.98,736,28.2,5432,3.993,0.21,1.707,1.046,CONFIRMED
244.86662,0.3872,10.56,289.5,0.01575,1.45398,1.46,89.95,273,166.4,5821,4.554,-0.22,0.848,0.937,FALSE POSITIVE
1.30627214,0.57,5.144,95.4,0.009214,0.0628,0.87,71.34,1490,1.783,5513,4.543,0.08,0.862,0.948,FALSE POSITIVE
62.366706,0.1725,4.32,95.4,0.009059,6.40311,1.88,89.95,698,109.6,6749,4.031,-0.14,1.9,1.419,FALSE POSITIVE
0.933732791,0.022,3.056,96.9,0.008899,0.31067,0.9,89.47,1773,2.428,5496,4.405,-0.22,0.927,0.798,FALSE POSITIVE
53.106597,0.5182,2.914,82.4,0.008618,11.73127,2.2,89.95,860,120.5,7217,3.893,-0.34,2.343,1.562,FALSE POSITIVE
360.15417,0.2583,12.806,790.6,0.025828,1.41527,2.99,89.95,270,213.3,6065,4.452,0.21,1.061,1.163,FALSE POSITIVE
1.42856815,0.3097,2.132,59.5,0.007178,1.12175,0.64,86.52,1547,4.95,5979,4.557,-0.52,0.822,0.888,FALSE POSITIVE
381.850599,0.4148,4.772,1702,0.037911,25.52691,3.59,89.95,222,582,5485,4.556,0.21,0.867,0.986,FALSE POSITIVE
10.81315417,0.804,1.275,80.3,0.009134,9.9606,1.46,88.83,1045,39.5,6380,4.24,0.34,1.46,1.351,FALSE POSITIVE
359.08368,1.262,15.67,618.7,0.286377,0.01197,29.15,88.33,268,43.4,6256,4.493,-0.44,0.932,0.986,FALSE POSITIVE
3.74784374,0.093,3.658,116.5,0.009894,0.66202,1.08,89.32,1226,7.89,6122,4.471,-0.1,0.996,1.07,FALSE POSITIVE
1.71028117,0.372,2.61,111.6,0.009798,0.69168,0.91,85.51,1454,4.75,5910,4.55,-0.28,0.855,0.945,FALSE POSITIVE
140.251943,0.323,6.576,567.7,0.021342,3.7841,1.84,89.88,271,157.9,4821,4.529,0.16,0.788,0.765,CONFIRMED
0.570828503,0.609,0.915,174.4,0.012689,3.53112,0.54,81.1,986,3.93,3585,4.868,-0.2,0.388,0.406,FALSE POSITIVE
134.4665,0.2848,5.27,1032,0.028713,7.52337,2.48,89.95,280,193,4891,4.524,0.1,0.791,0.764,FALSE POSITIVE
0.909314811,0.722,2.2053,40.5,0.006266,0.30051,0.99,72.19,2503,2.36,6508,4.163,-0.3,1.447,1.111,FALSE POSITIVE
207.24785,0.21,6.159,809.2,0.025839,7.57232,1.56,89.95,189,258.1,4339,4.711,-0.58,0.553,0.573,CONFIRMED
186.55347,0.2803,13.57,334.5,0.016896,0.58869,1.86,89.95,341,102.7,6187,4.446,-0.2,1.006,1.026,FALSE POSITIVE
14.0801852,0.308,3.402,90.7,0.008751,2.67453,1.04,89.42,798,30.4,5984,4.421,0.24,1.089,1.142,FALSE POSITIVE
3.28931936,1.422,1.921,166,0.431441,0.03095,50.51,56.94,1364,2.61,6335,4.427,-0.14,1.072,1.12,FALSE POSITIVE
1.08195208,0.257,4.807,33.6,0.005235,0.09231,0.47,81.73,1526,1.788,5233,4.489,-0.16,0.824,0.764,FALSE POSITIVE
0.512583041,0.116,1.498,114.3,0.009823,1.40073,1.07,87.53,2363,2.6895,6077,4.471,-0.04,0.999,1.077,FALSE POSITIVE
368.11581,0.0125,13.52,476.2,0.02001,1.33395,2.11,89.95,263,212.2,6122,4.487,-0.18,0.964,1.041,FALSE POSITIVE
368.52466,0.5045,11.9,680.3,0.024556,1.3072,3.05,89.95,288,210.9,6343,4.411,0.07,1.137,1.213,FALSE POSITIVE
4.54586982,0.563,1.756,76.5,0.008238,4.15244,0.65,88.05,868,16.55,5051,4.562,-0.36,0.721,0.692,CONFIRMED
0.542498653,0.3422,4.257,54.9,0.006974,0.09988,2.25,72.77,5157,1.158,8711,3.795,-0.26,2.954,1.987,FALSE POSITIVE
21.5819776,0.036,13.734,47.6,0.006239,0.07171,0.91,89.83,746,12.09,5601,4.144,-0.04,1.342,0.915,FALSE POSITIVE
3.08723626,0.2516,2.615,101.9,0.00935,1.37015,1.2,88.24,1451,8.84,6418,4.395,0.07,1.171,1.241,FALSE POSITIVE
0.592562969,1.252,3.0869,1546.4,0.295765,0.13537,25.97,22.94,1967,1.359,5728,4.575,-0.32,0.804,0.896,FALSE POSITIVE
5.81289843,0.499,3.979,76.3,0.008221,0.5273,0.93,87.08,1102,9.8,6175,4.41,-0.2,1.041,1.013,FALSE POSITIVE
6.44173995,0.3252,1.635,107.7,0.009609,10.85846,1.41,89.38,1175,28.8,6088,4.225,0.02,1.339,1.097,FALSE POSITIVE
0.631106722,0.194,0.9942,49.2,0.006393,5.34015,0.63,87.69,1945,4.83,5400,4.443,-0.1,0.898,0.816,FALSE POSITIVE
176.17377,0.2545,14.58,349.9,0.01717,0.45748,1.76,89.95,323,90.9,5957,4.506,-0.08,0.937,1.026,FALSE POSITIVE
114.336052,0.529,14.077,239.8,0.014536,0.22412,2.09,89.44,429,53.7,5802,4.218,0.14,1.316,1.044,CONFIRMED
0.63938062,1.377,1.2067,308,0.391944,0.19338,51.53,31.26,2566,1.611,6607,4.363,-0.1,1.204,1.224,FALSE POSITIVE
0.566801045,0.628,1.7499,188.3,0.013226,0.55854,1.42,72.73,2348,2.117,6106,4.405,-0.52,0.982,0.893,FALSE POSITIVE
0.992799002,1.3295,3.4878,1653,0.371507,0.06887,40.12,29.79,1933,1.531,6217,4.472,-0.22,0.989,1.056,FALSE POSITIVE
1.5184181,0.561,2.842,196.8,0.013338,0.35882,1.85,80.83,1926,3.52,6302,4.259,-0.18,1.269,1.063,CONFIRMED
0.96807117,0.53,1.677,104.8,0.009652,1.15905,0.72,82.1,1487,3.86,5367,4.639,-0.54,0.687,0.757,FALSE POSITIVE
3.55661906,0.384,5.396,23.3,0.004492,0.15725,0.72,85.33,1518,4.72,6018,4.081,-0.42,1.458,0.934,FALSE POSITIVE
0.56256804,0.692,1.686,4.5,0.002073,0.49122,0.63,69.95,5127,2.018,9005,3.84,-0.38,2.773,1.941,FALSE POSITIVE
8.79991878,1.6053,41.564,869.1,0.629442,0.00115,224.56,16.62,1979,1.676,8092,3.725,-0.04,3.267,2.068,FALSE POSITIVE
349.03703,0.1215,4.76,777,0.025262,28.848,2.27,89.95,231,571,5583,4.559,-0.14,0.824,0.899,FALSE POSITIVE
177.8135,0.2043,9.76,417.7,0.018663,1.60298,1.83,89.95,310,138.9,5822,4.529,-0.06,0.898,0.994,FALSE POSITIVE
101.952048,0.084,5.991,152.5,0.011344,4.09448,1.31,89.96,428,131.03,6210,4.407,-0.18,1.054,1.028,CONFIRMED
2.41795911,0.145,2.727,100.5,0.009077,1.01353,0.53,88.78,878,6.791,4623,4.719,-1.12,0.534,0.545,FALSE POSITIVE
183.854867,0.4202,14.996,520.6,0.021294,0.37099,2.4,89.95,345,87.2,6225,4.45,-0.12,1.031,1.091,FALSE POSITIVE
12.4418003,0.043,3.572,78.4,0.007881,2.35251,0.57,89.91,576,26.8,4926,4.653,-0.36,0.662,0.727,CONFIRMED
293.60581,0.0927,11.07,165.3,0.011798,1.86488,1.37,89.95,295,204.1,6167,4.444,0.07,1.064,1.149,FALSE POSITIVE
2.78801663,0.796,17.354,14,0.003766,0.00377,0.91,46.53,2287,1.157,7523,3.986,-0.06,2.206,1.719,FALSE POSITIVE
3.94660745,0.278,2.705,309.4,0.015963,1.57773,1.4,88.54,981,10.91,5376,4.576,-0.02,0.806,0.897,CONFIRMED
