period,impact,duration,depth,ror,srho,prad,incl,teq,dor,steff,slogg,smet,srad,smass,label
1.728528176,0.787,3.682,197.6,0.014151,0.09372,5.07,71.32,2720,2.46,6153,3.597,-0.12,3.279,1.55,FALSE POSITIVE
14.97436238,0.092,2.4461,265.4,0.014655,8.90485,1.28,89.89,631,47.26,5311,4.532,-0.18,0.8,0.796,CONFIRMED
3.97076603,0.775,1.814,349.2,0.018881,1.6408,1.6,86,958,11.1,5178,4.521,-0.26,0.778,0.732,CONFIRMED
2.352273912,0.095,1.7389,318.6,0.015785,3.92223,1.29,89.48,1019,10.47,4816,4.608,0.24,0.748,0.836,CONFIRMED
22.0425953,1.191,61.2018,348,0.209167,9e-05,28.78,25.78,760,1.322,5974,4.216,-0.24,1.26,0.953,FALSE POSITIVE
106.247882,0.586,13.78,397.4,0.01889,0.19823,2.01,89.32,377,49.1,5679,4.435,0,0.972,0.938,CONFIRMED
8.508333104,0.004,3.4559,646.5,0.023076,1.86439,2.6,89.99,909,19.251,5767,4.396,0,1.03,0.963,CONFIRMED
12.94123564,0.028,4.636,328.8,0.016629,1.15071,1.7,89.93,795,21.678,6119,4.497,-0.26,0.938,1.01,CONFIRMED
5.349791,0.867,4.279,88.8,0.00997,0.08396,1.29,80.06,1156,5.03,6074,4.368,0.3,1.183,1.197,CONFIRMED
5.26211833,0.71,3.244,194.5,0.013665,0.49847,1.95,85.48,1166,9,5587,4.188,0.14,1.309,0.963,CONFIRMED
12.1628195,0.971,2.3161,306.3,0.02198,0.26763,3.14,85.65,882,12.79,5587,4.188,0.14,1.309,0.963,CONFIRMED
23.5541012,0.536,7.3,95.2,0.009353,0.32025,2.33,88.55,1381,21.1,9565,4.088,0.07,2.286,2.335,CONFIRMED
41.6977582,0.018,5.513,684.8,0.02375,2.25165,2.26,89.98,488,59.15,5730,4.545,-0.06,0.87,0.968,CONFIRMED
4.79029482,0.46,2.7219,142,0.011014,1.47039,1.01,87.83,938,12.13,5412,4.562,0.14,0.843,0.945,CONFIRMED
38.6715843,0.773,5.532,599.3,0.024605,0.58519,2.45,88.77,502,35.9,5432,4.42,-0.16,0.913,0.801,CONFIRMED
8.32651854,0.782,5.483,267.9,0.016452,0.11889,1.8,84.08,938,7.58,6057,4.45,-0.1,1,1.024,CONFIRMED
5.53533152,0.051,2.793,260.6,0.014566,2.23423,1.75,89.81,1054,15.353,5588,4.331,0.14,1.1,0.946,CONFIRMED
16.7261969,0.496,2.708,194.9,0.01301,4.89667,1.56,89.32,729,41.7,5588,4.331,0.14,1.1,0.946,CONFIRMED
21.58752788,0.009,4.4968,336.8,0.016798,2.10549,2.18,89.99,747,37.29,6038,4.284,-0.16,1.191,0.995,CONFIRMED
3.2828024,0.159,3.2532,142.5,0.010816,0.80721,1.79,88.82,1467,7.719,5640,4.087,0.14,1.515,1.024,CONFIRMED
2.685054445,0.762,1.0473,252.7,0.016076,6.02532,1.46,86.69,1137,13.19,5266,4.484,-0.18,0.829,0.765,CONFIRMED
16.8600805,0.682,5.557,273.4,0.016086,0.35562,1.71,87.77,765,17.48,6205,4.419,-0.58,0.973,0.906,CONFIRMED
1.54320541,0.217,2.5779,91.2,0.008754,0.74646,1.23,87.26,1827,4.546,5866,4.2,-0.16,1.282,0.95,CONFIRMED
49.5004725,0.162,5.772,965.2,0.027578,2.26905,2.49,89.86,402,66.49,4954,4.5,0.18,0.828,0.791,CONFIRMED
6.47539108,0.486,2.7048,530.6,0.02122,2.0051,1.92,88.31,793,16.44,4954,4.5,0.18,0.828,0.791,CONFIRMED
16.85825609,0.763,2.0728,759.6,0.027757,5.22402,2.51,88.98,576,42.8,4954,4.5,0.18,0.828,0.791,CONFIRMED
3.132604547,1.251,3.6337,9969.2,0.377855,0.12475,48.73,71.84,1444,4.01,6248,4.328,-0.06,1.181,1.078,FALSE POSITIVE
2.949029106,0.044,2.0311,358.3,0.016815,3.12463,1.48,89.77,1027,11.283,4983,4.512,0.06,0.807,0.771,CONFIRMED
37.8658964,0.18,4.782,395.2,0.018061,2.93888,2.01,89.83,543,60.62,5757,4.431,0.14,1.017,1.016,CONFIRMED
8.30865307,0.333,3.2747,836.1,0.026057,1.82711,2.42,88.99,747,18.82,5022,4.485,0.18,0.849,0.804,CONFIRMED
11.93205399,0.123,6.205,178.5,0.01206,0.42807,1.83,89.52,905,14.769,5711,4.221,0.48,1.391,1.173,CONFIRMED
7.54235832,0.318,4.73,132.5,0.0105,0.53277,1.59,88.44,1054,11.7,5711,4.221,0.48,1.391,1.173,CONFIRMED
5.02818253,0.3,3.526,181.3,0.012294,0.87899,2.03,88.37,1272,10.55,5640,4.087,0.14,1.515,1.024,CONFIRMED
1.897828815,0.227,2.7114,132.4,0.010464,0.7822,1.73,87.55,1761,5.301,5640,4.087,0.14,1.515,1.024,CONFIRMED
10.62788695,0.473,4.576,326.7,0.016923,0.68449,1.87,88.31,872,15.99,6082,4.445,-0.08,1.014,1.041,CONFIRMED
1.104462494,0.151,1.0458,469.1,0.019518,8.41524,1.6,88.94,1397,8.156,5002,4.543,-0.18,0.753,0.723,CONFIRMED
4.89336495,0.218,3.485,138.3,0.010904,0.94248,1.6,88.82,1374,10.61,6688,4.304,0.07,1.347,1.336,CONFIRMED
11.17392077,0.025,3.307,324.8,0.016441,2.73705,1.64,89.94,796,26.239,5911,4.519,-0.1,0.914,1.006,CONFIRMED
0.512407185,0.301,1.0579,329.2,0.016697,3.5035,1.03,85.27,1255,3.65,3862,4.69,0.08,0.563,0.566,FALSE POSITIVE
4.150297119,0.971,1.2058,593.4,0.032359,0.87263,3.03,83.98,981,9.26,5290,4.519,0.14,0.858,0.887,FALSE POSITIVE
33.4178173,0.913,4.645,1166.8,0.038586,0.34276,3.13,88.08,448,27.2,5136,4.607,-0.12,0.744,0.827,CONFIRMED
2.053341891,0.966,2.596,65.5,0.009704,0.03726,1.44,61.5,1737,2.03,6084,4.204,-0.06,1.358,1.076,CONFIRMED
18.78429232,0.658,3.1136,1009.5,0.030522,2.62181,2.14,88.97,433,36.6,4243,4.637,0.02,0.641,0.651,CONFIRMED
3.61460279,0.516,3.227,64.8,0.007519,0.59613,1.14,86.02,1347,7.44,5711,4.221,0.48,1.391,1.173,CONFIRMED
13.15140223,0.872,5.439,97.8,0.010455,0.09341,1.87,84.73,1008,9.49,6154,4.12,0.14,1.636,1.287,CONFIRMED
7.47763833,0.012,2.5693,110,0.009635,3.82983,2.05,89.97,1346,22.4535,5957,3.849,-0.62,1.953,0.983,FALSE POSITIVE
42.1918331,0.067,7.083,488.7,0.019889,1.05579,2.35,89.92,526,46.32,5520,4.339,0.16,1.08,0.928,CONFIRMED
3.73090026,0.822,2.9095,191.2,0.014249,0.27786,1.48,81.98,1128,5.89,5709,4.489,0.14,0.95,1.014,CONFIRMED
2.787874175,0.153,2.0348,197.4,0.012361,2.81072,2.33,89.16,1432,10.49,4827,3.942,0.56,1.727,0.952,CONFIRMED
37.9962369,0.023,6.7751,403.7,0.018389,1.08783,2.39,89.97,618,43.624,6038,4.284,-0.16,1.191,0.995,CONFIRMED
17.23232894,0.395,4.5568,509.8,0.020998,1.28263,2.79,89.17,817,27.2,6086,4.274,-0.16,1.216,1.013,CONFIRMED
28.5057217,0.695,6.324,755.8,0.026795,0.41114,2.55,88.47,555,26.04,5712,4.534,-0.1,0.87,0.944,CONFIRMED
53.5991459,0.658,6.811,523.1,0.022119,0.68566,2.49,89.2,529,47,6319,4.447,-0.22,1.032,1.084,CONFIRMED
0.693842661,0.195,1.6197,49.3,0.00636,1.39599,0.83,86.59,2161,3.287,5457,4.239,0.14,1.196,0.903,CONFIRMED
83.4887405,0.42,6.21,955.4,0.028709,2.43432,2.95,89.75,411,96.4,5910,4.505,-0.02,0.94,1.032,CONFIRMED
34.0607677,0.786,2.471,818.9,0.028882,5.56281,2.96,89.36,554,69.9,5910,4.505,-0.02,0.94,1.032,CONFIRMED
59.9809868,0.918,7.588,282.4,0.018577,0.0995,2.81,88.03,568,26.6,6103,4.202,0.02,1.383,1.109,CONFIRMED
25.7457957,0.661,7.073,140.3,0.011447,0.27594,1.73,88.22,753,21.3,6103,4.202,0.02,1.383,1.109,CONFIRMED
4.3394569,0.821,2.3652,337.4,0.019041,0.61782,2.11,84.46,1061,8.5,5330,4.366,0.18,1.013,0.869,CONFIRMED
2.852348262,0.295,0.7051,1402.9,0.035061,67.07426,1.66,89.45,621,30.7,3731,4.83,-0.28,0.433,0.463,CONFIRMED
65.6480892,0.949,5.746,588.7,0.028896,0.1835,3.93,88.43,485,34.7,5565,4.251,0.32,1.246,1.008,CONFIRMED
102.653705,1.184,53.5887,687.3,0.211178,0.00011,39.16,72.52,562,3.94,6711,4.097,-0.24,1.698,1.32,FALSE POSITIVE
0.987338654,0.002,2.591,26.5,0.004734,0.51502,0.98,89.97,2669,2.983,6258,3.939,-0.3,1.896,1.14,FALSE POSITIVE
1.811460943,0.971,5.065,428.5,0.025677,0.01383,2.83,43.48,1508,1.3387,5700,4.382,-0.12,1.008,0.894,FALSE POSITIVE
16.07673148,0.108,2.205,488,0.020172,13.21157,2.14,89.89,724,56.52,5957,4.498,0.07,0.971,1.083,CONFIRMED
18.87058705,0.878,3.4701,588,0.025771,0.56932,2.67,87.72,701,22,6103,4.496,-0.2,0.949,1.028,CONFIRMED
17.1369408,0.03,6.416,362.1,0.017456,0.57647,2.05,89.92,775,20.762,6218,4.421,-0.04,1.077,1.114,CONFIRMED
26.6951944,0.136,4.576,132.6,0.010567,2.35995,1.4,89.83,706,44.63,6086,4.274,-0.16,1.216,1.013,CONFIRMED
6.312508525,0.029,2.7455,1286,0.032005,2.82876,2,89.91,575,18.129,4090,4.696,-0.18,0.571,0.591,CONFIRMED
7.1329472,0.612,4.368,145,0.011502,0.38003,1.64,86.52,1102,10.07,5862,4.194,-0.1,1.307,0.973,CONFIRMED
8.91901228,0.619,4.141,180.6,0.012857,0.54873,1.84,87.32,1023,13.21,5862,4.194,-0.1,1.307,0.973,CONFIRMED
2.392630668,0.909,1.3705,101.5,0.011196,0.70358,1.33,81.24,1418,5.97,5716,4.343,0.04,1.091,0.955,FALSE POSITIVE
17.6700291,0.932,6.693,348.4,0.021247,0.037,2.89,83.69,778,8.48,5795,4.265,0.16,1.247,1.042,CONFIRMED
108.593113,0.007,7.989,338.2,0.016727,1.88819,1.68,90,374,105.58,5678,4.409,-0.4,0.921,0.794,CONFIRMED
19.9865916,0.962,4.391,648,0.031224,0.1037,4.22,85.75,720,12.99,5500,4.218,0.14,1.238,0.922,CONFIRMED
12.12580644,0.805,3.289,327.5,0.018511,0.69986,2.5,87.38,851,17.59,5500,4.218,0.14,1.238,0.922,CONFIRMED
56.2590881,0.026,8.114,348.8,0.017091,0.93373,2.22,89.97,543,53.86,6038,4.284,-0.16,1.191,0.995,CONFIRMED
1.646801683,0.129,1.1966,284.2,0.01543,8.32289,0.86,89.3,806,10.61,3810,4.753,-0.02,0.513,0.543,CONFIRMED
3.78861833,0.183,2.808,143.4,0.010833,1.42473,1.23,88.98,1158,10.26,5560,4.379,0.16,1.04,0.943,CONFIRMED
10.45839865,0.009,3.154,306.8,0.015375,2.94604,1.25,89.98,609,25.73,4641,4.557,0.16,0.747,0.734,CONFIRMED
11.8984948,0.836,3.015,130.9,0.011851,0.68051,1.69,87.21,929,17.2,5862,4.194,-0.1,1.307,0.973,CONFIRMED
23.1274171,0.737,4.901,157.3,0.012395,0.55453,1.44,88.31,667,25,5865,4.393,0.07,1.066,1.024,CONFIRMED
5.132486123,0.217,1.4575,908.4,0.026773,14.13898,1.69,89.54,584,27,3879,4.707,0.32,0.578,0.619,CONFIRMED
10.66489514,0.308,3.159,292.6,0.015773,2.59019,1.76,89.29,865,24.97,6014,4.436,-0.04,1.021,1.037,CONFIRMED
5.1233204,0.308,2.7466,286.2,0.015347,1.89424,1.65,88.72,994,13.8,5364,4.394,0.14,0.982,0.872,CONFIRMED
3.573202801,0.053,2.88,2975,0.049237,1.45984,5.81,89.69,1210,9.9507,5646,4.37,0.22,1.08,0.996,CONFIRMED
61.6174528,0.091,3.816,1350.7,0.033006,10.19029,3.36,89.96,424,126.93,5480,4.485,0.24,0.931,0.966,CONFIRMED
24.3398202,0.928,3.891,777.3,0.031817,0.3189,5.09,87.53,737,21.5,5596,4.105,0.14,1.466,0.998,CONFIRMED
1.755843555,0.893,1.9425,386,0.021444,0.27533,1.94,75.45,1343,3.55,5569,4.566,-0.08,0.829,0.928,CONFIRMED
5.18560081,0.012,4.054,252.6,0.014547,0.68894,2.34,89.93,1314,9.931,6172,4.198,0.16,1.471,1.25,CONFIRMED
33.4698571,0.876,4.749,370.7,0.020478,0.37871,2.45,88.22,609,28.2,5912,4.342,-0.14,1.094,0.96,CONFIRMED
11.89520436,0.067,3.433,184.3,0.012286,2.55701,1.33,89.86,787,26.74,5649,4.411,0,0.992,0.923,CONFIRMED
5.60013327,0.046,2.6508,329.2,0.01622,2.65812,1.73,89.84,952,16.3947,5288,4.391,0.18,0.978,0.858,CONFIRMED
25.2034128,0.168,4.515,697.1,0.024063,2.38173,2.42,89.78,600,43.08,5831,4.517,0,0.921,1.016,CONFIRMED
5.640676975,0.033,2.8354,1453.3,0.034594,2.31253,4.59,89.88,1125,15.726,5794,4.282,0.14,1.216,1.032,CONFIRMED
25.5638626,0.85,4.685,1124.9,0.034909,0.43121,4,88.02,671,24.6,6228,4.441,-0.08,1.049,1.107,CONFIRMED
12.7945474,0.18,3.4197,816.7,0.025596,2.77961,1.6,89.64,455,28.87,4090,4.696,-0.18,0.571,0.591,CONFIRMED
1.434745129,0.108,1.862,200.7,0.012886,1.94361,1.5,88.96,1664,5.958,5806,4.4,0.16,1.064,1.037,CONFIRMED
3.28192056,0.223,2.917,191,0.012619,1.0833,1.6,88.5,1326,8.51,5859,4.335,0.16,1.162,1.064,CONFIRMED
12.51610549,0.023,4.853,263,0.014724,0.9654,1.87,89.93,848,20,5859,4.335,0.16,1.162,1.064,CONFIRMED
5.45298742,0.879,2.1328,86,0.010028,0.59143,0.92,84.83,904,9.76,5450,4.563,0.1,0.842,0.944,CONFIRMED
4.45743267,0.175,2.3226,175.7,0.011751,2.97604,0.79,89.31,732,14.62,4487,4.644,-0.44,0.612,0.601,CONFIRMED
1.824649,0.901,4.2285,3218.5,0.061323,0.0512,5.31,64.33,1508,2.0809,6190,4.487,-1.94,0.793,0.704,FALSE POSITIVE
2.832647249,0.374,2.306,114.7,0.009889,1.62234,1.37,87.57,1453,8.83,5865,4.266,0.16,1.272,1.088,CONFIRMED
3.93083997,0.222,2.932,101.4,0.009264,1.26261,1.2,88.74,1317,10.1,6038,4.284,-0.16,1.191,0.995,CONFIRMED
7.63008196,0.628,2.78,124,0.010695,1.49302,1.39,87.84,1056,16.62,6038,4.284,-0.16,1.191,0.995,CONFIRMED
16.22378479,0.413,2.5462,262.3,0.014927,6.60457,1.51,89.48,676,45.1,5547,4.46,0,0.925,0.9,CONFIRMED
58.601926,0.392,5.522,396.4,0.018557,2.4381,2.06,89.71,508,76.2,6250,4.44,-0.22,1.019,1.038,CONFIRMED
25.0823402,0.865,6.423,244.6,0.01637,0.12187,2.26,86.89,776,15.94,6429,4.241,-0.46,1.262,1.011,CONFIRMED
78.0998908,0.528,8.422,656.9,0.024047,0.74418,3.37,89.51,480,62.1,5779,4.238,0.16,1.284,1.039,CONFIRMED
4.27103727,0.02,2.2759,180.4,0.012297,3.17582,1.22,89.92,1108,14.52,5984,4.521,-0.2,0.906,0.993,CONFIRMED
3.53232429,0.299,2.765,224.2,0.013699,1.28934,1.43,88.19,1159,9.47,5761,4.492,0.14,0.956,1.035,CONFIRMED
15.03946326,0.902,5.1008,5237.7,0.07857,0.19989,12.36,86.13,962,13.37,6501,4.212,-0.1,1.441,1.236,FALSE POSITIVE
12.5722897,0.252,4.765,86.5,0.008561,0.91426,1.09,89.27,886,19.69,6084,4.319,-0.06,1.169,1.037,CONFIRMED
40.8366307,0.363,4.956,264.8,0.014897,2.40742,1.5,89.65,496,59.6,5529,4.457,0,0.925,0.893,CONFIRMED
11.7761073,0.829,2.829,281.3,0.017456,0.90292,1.31,87.47,619,18.78,5096,4.618,-0.4,0.689,0.719,FALSE POSITIVE
29.7123181,1.202,70.3707,385.4,0.221351,6e-05,46.43,31.46,870,1.409,6440,3.984,-0.14,1.921,1.299,FALSE POSITIVE
19.9401211,0.862,4.283,758.9,0.029059,0.3806,2.42,87.53,588,20,5623,4.596,-0.4,0.763,0.853,CONFIRMED
22.2420032,0.897,7.532,63.5,0.008612,0.04377,2.04,85.08,954,10.46,5979,3.854,-0.12,2.164,1.219,CONFIRMED
0.577369336,0.032,1.0852,400.4,0.01816,4.14027,1.42,89.56,1757,4.179,5255,4.617,-0.34,0.716,0.776,CONFIRMED
12.720370263,0.787,2.7306,1180.1,0.03461,1.6008,4.75,88.12,934,23.9,6267,4.28,-0.06,1.258,1.097,CONFIRMED
2.493237866,0.975,2.644,259.2,0.021013,0.04224,9.48,66.07,2241,2.4,5002,3.344,-0.06,4.131,1.375,FALSE POSITIVE
68.8861017,0.241,5.925,143.9,0.010983,2.64356,1.47,89.84,501,87.2,5753,4.2,-0.28,1.222,0.863,CONFIRMED
9.99115241,0.691,2.657,391.7,0.019277,1.89512,1.68,88.16,660,21.5,4838,4.524,0.18,0.796,0.771,CONFIRMED
36.292017,0.002,8.198,374.7,0.01758,0.58571,3.1,90,694,34.42,5843,4.069,0.14,1.615,1.115,CONFIRMED
0.925589891,0.616,1.967,400.8,0.018924,0.60784,50.6,78.23,6637,3.02,4094,1.627,-0.04,24.488,0.925,FALSE POSITIVE
17.25121397,0.749,2.0371,2054.8,0.044983,6.65796,2.64,89.09,385,47.1,3879,4.708,-0.12,0.537,0.537,CONFIRMED
1.867281146,1.252,7.495,701.1,0.278578,0.0135,31.18,22.51,1561,1.355,6117,4.457,-0.02,1.025,1.095,FALSE POSITIVE
3.23941775,0.386,2.569,77.4,0.008203,1.31343,0.77,87.54,1213,9,6075,4.541,-0.46,0.858,0.934,CONFIRMED
31.2012202,0.714,4.077,360.1,0.018653,1.48794,1.47,89.04,406,42.5,4513,4.574,0.16,0.722,0.712,CONFIRMED
22.5968256,0.062,6.179,142.9,0.010811,0.8302,1.3,89.87,670,28.19,5610,4.301,-0.04,1.104,0.889,CONFIRMED
45.3486381,0.847,4.858,162.9,0.013356,0.57668,1.61,88.78,531,39.7,5610,4.301,-0.04,1.104,0.889,CONFIRMED
12.4128518,0.711,4.298,108.1,0.010188,0.48939,1.5,87.43,933,15.86,5945,4.196,-0.02,1.346,1.039,CONFIRMED
2.66831274,0.333,2.4141,266.2,0.015027,1.42361,1.48,87.65,1252,8.12,5806,4.528,-0.04,0.899,0.996,CONFIRMED
23.4772553,0.013,6.735,141.4,0.010955,0.66996,1.34,89.97,738,26.93,6384,4.361,-0.24,1.121,1.046,CONFIRMED
66.5576728,0.254,10.532,214.2,0.013335,0.45399,4.96,89.69,757,47.37,5734,3.591,0.26,3.405,1.648,CONFIRMED
2.01948607,0.977,5.248,275.4,0.020811,0.01068,2.15,42.29,1430,1.32,5884,4.481,-0.1,0.944,0.985,FALSE POSITIVE
3.04468229,0.623,5.951,71.4,0.008074,0.06636,0.86,78.74,1244,3.19,5575,4.363,-0.24,0.98,0.81,FALSE POSITIVE
15.05028313,0.3125,1.848,615.2,0.022798,18.58517,2.46,89.95,735,60.6,5887,4.49,0.21,0.989,1.102,FALSE POSITIVE
2.455240626,0.144,1.72722,36912,0.170837,6.33298,10.6,89.35,730,12.637,3793,4.697,0.32,0.568,0.587,CONFIRMED
9.08233411,0.262,2.008,296.9,0.015633,8.94101,1.35,89.56,734,33.91,5354,4.587,-0.08,0.788,0.884,CONFIRMED
0.790539912,0.008,1.0567,277.3,0.014827,5.99701,1.24,89.92,1502,5.83,4791,4.541,0.1,0.767,0.747,FALSE POSITIVE
0.532086296,1.199,4.023,495.8,0.222839,0.12529,16.99,13.57,1790,1.233,5271,4.636,-0.4,0.698,0.773,FALSE POSITIVE
6.238535444,0.008,3.5255,401.6,0.018412,1.27172,2.53,89.97,1185,13.7795,6267,4.28,-0.06,1.258,1.097,CONFIRMED
86.829519,0.953,7.464,751,0.0332,0.11306,1.68,88.47,196,35.6,3576,4.791,0.16,0.463,0.482,CONFIRMED
9.95667035,0.949,3.534,586.8,0.028013,0.11923,3.41,83.62,946,8.55,6165,4.365,-0.08,1.115,1.048,CONFIRMED
10.41728722,0.12,4.125,210.4,0.013087,1.2762,1.64,89.65,870,19.42,5557,4.288,0.14,1.151,0.936,CONFIRMED
0.663085361,0.841,1.1522,322.7,0.019059,0.83471,1.6,71.76,1681,2.69,5172,4.6,0.07,0.767,0.878,CONFIRMED
19.1187425,0.74,6.805,217.5,0.014589,0.17189,2.33,87.16,823,14.92,5862,4.148,0.16,1.463,1.097,CONFIRMED
1.08749101,0.979,1.6192,126.4,0.014029,0.07654,4.91,54.5,3081,1.685,5988,3.594,-0.22,3.204,1.469,FALSE POSITIVE
1.183818383,0.17,1.393,84.3,0.008438,3.67478,0.91,88.49,1775,6.481,6014,4.459,-0.06,0.992,1.029,FALSE POSITIVE
3.543919702,0.022,1.8717,507,0.020559,4.85351,1.21,89.91,652,14.77,3879,4.708,-0.12,0.537,0.537,CONFIRMED
8.83929462,0.924,1.719,316.2,0.020396,1.18866,1.94,86.88,778,17,5330,4.491,0.04,0.87,0.855,CONFIRMED
0.631795416,0.433,1.0703,145.2,0.011358,3.45722,1.88,84.05,2797,4.18,6414,4.173,-0.04,1.519,1.256,FALSE POSITIVE
7.56126152,0.253,2.851,180.6,0.012323,2.59645,1.2,89.27,891,19.87,5853,4.529,-0.1,0.895,0.99,CONFIRMED
34.9897847,0.034,4.208,498.5,0.020074,4.19621,1.14,89.97,292,64.76,3765,4.725,0.02,0.521,0.526,CONFIRMED
7.05429483,0.48,1.716,359.3,0.017602,8.50958,1,89.02,497,28.2,3765,4.725,0.02,0.521,0.526,CONFIRMED
26.7838935,0.036,4.584,365.3,0.017057,2.46309,1.59,89.95,523,45.37,5242,4.512,0.14,0.856,0.869,CONFIRMED
45.126216,0.49,6.656,373.1,0.018205,0.91754,2.32,89.39,604,46.2,6499,4.378,-0.1,1.169,1.191,CONFIRMED
11.94019101,0.348,2.866,631.7,0.022753,3.80666,1.86,89.35,625,30.6,5073,4.607,0.07,0.748,0.856,CONFIRMED
3.51295674,0.499,3.06,83.1,0.008609,0.70464,1.1,86.29,1434,7.72,6453,4.326,-0.28,1.17,1.053,FALSE POSITIVE
6.73808701,0.148,2.591,92.9,0.008644,3.24733,0.73,89.57,786,19.83,5168,4.566,-0.12,0.769,0.793,CONFIRMED
7.57571414,0.413,2.357,418.5,0.019126,3.95146,2.45,88.97,1075,22.89,6418,4.395,0.07,1.171,1.241,FALSE POSITIVE
4.76887671,0.654,1.672,115.8,0.01042,3.95114,2.11,87.77,1532,16.81,6063,3.926,-0.36,1.855,1.058,FALSE POSITIVE
1.347512632,1.252,1.9817,2651.8,0.313479,0.1485,23.45,58.91,1346,2.42,5316,4.585,-0.78,0.685,0.658,FALSE POSITIVE
0.512581697,0.283,1.5789,259.1,0.01472,1.12463,1.32,83.5,2009,2.5,5547,4.571,-0.1,0.82,0.918,FALSE POSITIVE
12.07760884,0.264,2.233,151,0.011165,8.51053,1.03,89.62,708,40.3,5370,4.471,-0.24,0.845,0.771,FALSE POSITIVE
6.38315744,0.029,1.7075,1112.6,0.030114,11.81411,2.35,89.94,787,29.41,5262,4.623,-0.34,0.714,0.786,FALSE POSITIVE
27.52194772,0.35,4.047,2312.8,0.044275,3.33633,2.47,89.61,314,51.1,3780,4.746,-0.02,0.511,0.531,CONFIRMED
16.1289679,0.968,6.271,389,0.024747,0.02158,2.94,81.65,715,6.67,5392,4.314,0.18,1.087,0.888,CONFIRMED
13.5631157,0.704,5.438,336.4,0.017929,0.28446,1.75,87.13,733,14.04,5853,4.529,-0.1,0.895,0.99,CONFIRMED
16.2959916,0.213,2.116,369.6,0.0174,14.28447,1.83,89.79,678,58.5,5495,4.442,0.16,0.961,0.932,CONFIRMED
4.16056658,0.069,2.61,75.8,0.007855,2.01253,0.7,89.68,985,12.26,5481,4.574,-0.06,0.815,0.914,CONFIRMED
2.93101771,0.523,2.231,199.1,0.013311,1.47235,1.15,86.57,1134,8.74,5485,4.5,-0.56,0.788,0.716,FALSE POSITIVE
39.79220077,0.019,4.466,610.4,0.022303,4.02378,1.9,89.98,458,69.576,5437,4.571,-0.24,0.781,0.829,CONFIRMED
16.2276756,0.633,3.699,525.8,0.021927,1.39845,2.11,88.65,648,26.9,5328,4.447,-0.1,0.883,0.796,FALSE POSITIVE
1.595630597,1.21,1.793,259.6,0.22532,0.04305,17.94,47.66,1346,1.796,5632,4.616,-0.56,0.729,0.816,FALSE POSITIVE
0.962827066,1.079,4.48,86.3,0.088515,0.02774,29.27,13.09,3399,1.108,6534,3.647,-0.34,3.028,1.484,FALSE POSITIVE
8.679037,0.224,2.864,301.6,0.015997,3.03696,1.79,89.44,949,22.95,6117,4.42,-0.18,1.027,1.008,CONFIRMED
3.11604194,0.195,1.7763,345.2,0.016885,4.67593,1.59,89.17,1123,13.389,5591,4.559,0.07,0.86,0.977,CONFIRMED
0.679336747,0.209,1.2188,240.7,0.014073,3.18974,1.4,87.19,1883,4.269,5440,4.491,0.21,0.913,0.942,CONFIRMED
213.6103207,0.977,10.7643,110990,0.499257,2.12295,46.07,89.68,291,172.4,5931,4.554,-0.34,0.845,0.933,FALSE POSITIVE
170.8658492,0.684,16.9895,29841,0.168735,0.25032,24.4,89.46,387,72.831,5989,4.221,0,1.324,1.063,FALSE POSITIVE
88.5122014,0.242,6.8214,2518.7,0.045589,2.47617,4.7,89.86,390,100.84,5593,4.45,0.02,0.945,0.918,CONFIRMED
10.21507506,0.1,3.395,258.6,0.014437,2.26739,1.5,89.75,780,23.21,5406,4.433,0.14,0.95,0.893,FALSE POSITIVE
8.3806973,0.5317,3.028,650.8,0.023783,1.70818,1.91,88.24,701,18.51,5062,4.601,-0.12,0.735,0.789,FALSE POSITIVE
31.0572947,0.335,3.401,636.6,0.023111,6.0153,1.85,89.72,480,67.4,5395,4.615,-0.34,0.734,0.821,CONFIRMED
15.1622287,0.959,7.332,479.8,0.025685,0.01635,3.12,80.54,829,5.84,6325,4.409,-0.04,1.112,1.157,CONFIRMED
10.04378351,0.953,5.548,437.9,0.024216,0.02787,2.94,79.64,951,5.3,6325,4.409,-0.04,1.112,1.157,CONFIRMED
4.5513988,0.248,2.457,188.7,0.012288,2.45318,1.13,88.98,907,13.9,5009,4.491,0.16,0.84,0.797,CONFIRMED
10.91274065,0.685,2.1801,1387.2,0.036155,4.17699,2.13,88.68,443,29.7,3834,4.708,-0.02,0.539,0.541,CONFIRMED
12.2141545,1.175,10.262,535.8,0.201507,0.00211,18.13,62.58,683,2.55,5435,4.578,0.07,0.824,0.937,FALSE POSITIVE
3.732261,0.4,2.054,153.6,0.011502,2.92397,1.09,88.23,1119,12.91,5762,4.495,-0.34,0.867,0.859,FALSE POSITIVE
5.34182466,0.07,3.577,70.5,0.007643,1.0041,0.95,89.65,1125,11.48,5767,4.287,-0.14,1.135,0.91,CONFIRMED
2.131945045,0.209,1.8061,269.4,0.014975,3.01046,1.66,88.66,1418,8.98,5845,4.469,0.26,1.013,1.102,CONFIRMED
12.9462567,0.109,9.568,168.7,0.011943,0.12756,1.13,89.4,764,10.416,6058,4.54,-0.4,0.867,0.95,CONFIRMED
89.465468,0.931,9.88,67.9,0.009567,0.04688,2.57,88.03,549,27.1,5192,3.773,0.26,2.46,1.309,FALSE POSITIVE
